APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Longitude,Latitude,Property on Map
2307010014,03/01/2019,Single Family,12167 W KESWICK ST,LOS ANGELES,CA,91605,2,"HSBC BANK USA, N.A.",SEE TDUS,310-777-6375,"The Harvey Group, Inc.",Joyce Essex Harvey,301  N Canon DR E Beverly HIlls CA 90210,310-777-6375,-118.39909,34.2105,POINT (-118.39909 34.2105)
2378025027,01/10/2019,Single Family,3779 N BERRY DR,LOS ANGELES,CA,91604,2,"Kodiak Capital Management, LLC",Andrey Kalashnikov,323-527-5137,NULL,NULL,,NULL,-118.37958,34.13759,POINT (-118.37958 34.13759)
2355016028,03/11/2019,Single Family,11826 W KLING ST,LOS ANGELES,CA,91607,2,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.39092,34.15569,POINT (-118.39092 34.15569)
5558021013,01/31/2019,Single Family,8613 W FRANKLIN AVE,LOS ANGELES,CA,90069,4,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.37794,34.10049,POINT (-118.37793999999998 34.10049)
2242017114,11/08/2019,Single Family,15050  VICTORY,LOS ANGELES,CA,91411,6,"Trinity Financial Services, LLC",Don Madden III,949-313-6161,"Trinity Financial Services, LLC",Don Madden III,2618   San Miguel DR 303 Newport Beach CA 92660,855-818-6806,-118.46028,34.18643,POINT (-118.46028 34.18643)
2532010067,07/26/2019,Single Family,12345 W STONEGATE RD,LOS ANGELES,CA,91331,7,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.40066,34.28041,POINT (-118.40066 34.28041)
2779005063,05/22/2019,Single Family,8550 N INDEPENDENCE AVE,LOS ANGELES,CA,91304,3,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,-118.59055,34.22624,POINT (-118.59055 34.226240000000004)
2171007016,01/15/2019,Single Family,21635 W ARCOS DR,LOS ANGELES,CA,91364,3,Bayview Loan Servicing Jefferson,Eric Moore,877-338-3791,M&M Mortgage Services Bayview,Ingrid Lopez,12901  SW 132nd AVE  miami FL 33186,786-871-0849,-118.60096,34.15487,POINT (-118.60096 34.15487)
6067005044,03/07/2019,Multi-Family,1927 1/2 E 111TH ST,LOS ANGELES,CA,90059,15,US Bank NA as Trustee for LSF9 Master Participation Trust,Tannis Stoops,404-655-9334,WRI Property Management,Tannis Stoops,14726   Ramona AVE W8 Chino CA 91710,404-655-9334,-118.23797,33.93439,POINT (-118.23797000000002 33.93439)
5081001027,09/18/2019,Multi-Family,1250 1/2 S CRENSHAW BLVD,LOS ANGELES,CA,90019,10,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.32621,34.04835,POINT (-118.32620999999999 34.04835)
2340004007,05/31/2019,Single Family,12156 W OXNARD ST,LOS ANGELES,CA,91606,2,The Rama Fund LLC,Ted Boadi,818-914-3000,NULL,NULL,,NULL,-118.39845,34.17922,POINT (-118.39845 34.17922)
2506025010,05/07/2019,Single Family,12925 N WOODCOCK AVE,LOS ANGELES,CA,91342,7,"Wells Fargo Bank, NA",Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.45434,34.30468,POINT (-118.45434 34.30468)
2785016029,04/10/2019,Single Family,18606 W COMMUNITY ST,LOS ANGELES,CA,91324,12,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.53852,34.2228,POINT (-118.53852 34.2228)
5443030028,10/24/2019,Vacant Residential,1908 W MODJESKA ST,LOS ANGELES,CA,90039,13,NONE,HARLAN HELVEY,310-545-6776,NULL,NULL,,NULL,-118.24917,34.09722,POINT (-118.24916999999999 34.09722)
6004025020,07/30/2019,Multi-Family,623 W 62ND ST,LOS ANGELES,CA,90044,9,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.28461,33.98338,POINT (-118.28461 33.98338)
2343005013,10/28/2019,Multi-Family,5850 N WOODMAN AVE,VAN NUYS,CA,91401,2,Woodman Holdings LLC,Diane Stanfield,213-576-1039,N/A,Reynaldo Vizcarra,5737   Kanan ROAD 438 Aqoura Hills CA 91301,818-970-8114,-118.43104,34.17707,POINT (-118.43104 34.17707)
6015007013,04/24/2019,Single Family,1512 W 65TH ST,LOS ANGELES,CA,90047,8,US Bank National Association,Susan Schell,866-563-3200,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-739-2900,-118.30279,33.98052,POINT (-118.30279000000002 33.98052)
5029015017,07/15/2019,Single Family,5708 W BRUSHTON ST,LOS ANGELES,CA,90008,10,Fay Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.36992,34.01813,POINT (-118.36992000000001 34.01813)
5422012016,11/19/2019,Vacant Residential,2231 N FAIR OAK VIEW TER,LOS ANGELES,CA,90039,13,"SoCal Vestors, LLC",William Catron,562-754-7680,NULL,NULL,,NULL,-118.25678,34.09433,POINT (-118.25678 34.09433)
4443010001,01/31/2019,Single Family,18000 W SEA REEF DR,LOS ANGELES,CA,90272,11,Secured Income Fund-II LLC,James Gomes,408-370-4030,REA Properties,Jeff Russell,14040   Panay WAY 503 Marina del Rey CA 90292,408-370-4030,-118.56872,34.04641,POINT (-118.56872 34.04641)
2632020022,11/08/2019,Single Family,8607 N TELFAIR AVE,LOS ANGELES,CA,91352,6,"Trinity Financial Services, LLC","Don Madden, III",949-313-6161,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.38571,34.22577,POINT (-118.38571 34.22577)
2747014045,01/18/2019,Single Family,10030  OWENSMOUTH,LOS ANGELES,CA,91311,12,SELECT PORTFOLIO SERVICING,STEVE BEAN,801-313-2151,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.60058,34.25348,POINT (-118.60058000000001 34.25348)
4251008028,11/05/2019,Single Family,3030 S GREENFIELD AVE,LOS ANGELES,CA,90034,5,Witkin & Eisinger LLC,Richard Witkin,818-845-4000,NULL,NULL,,NULL,-118.42362,34.02808,POINT (-118.42362 34.02808)
2259007017,09/26/2019,Single Family,16651 W LA MAIDA ST,LOS ANGELES,CA,91436,5,US Bank National Association,Susan Schell,800-365-7772,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-739-2900,-118.4962,34.16199,POINT (-118.4962 34.16199)
5591020007,03/05/2019,Single Family,3943 W PROSPECT AVE,LOS ANGELES,CA,90027,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.27834,34.10225,POINT (-118.27834 34.10225)
2168025051,01/03/2019,Single Family,5319 N TENDILLA AVE,LOS ANGELES,CA,91364,3,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.60189,34.16638,POINT (-118.60189 34.16638)
5042019018,01/01/2019,Single Family,1924 W ROCHESTER CIR,LOS ANGELES,CA,90018,8,HSBC BANK USA co SELECT PORTFOLIO SERVICING,SELECT SERVICING,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.31469,34.02102,POINT (-118.31468999999998 34.02102)
2405010002,01/10/2019,Single Family,10046 W KESWICK ST,LOS ANGELES,CA,91352,2,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.35028,34.21058,POINT (-118.35028 34.21058)
2005016015,01/01/2019,Single Family,23401 W SCHOENBORN ST,LOS ANGELES,CA,91304,12,Onslow Bay Financial LLC co Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.63684,34.22028,POINT (-118.63683999999999 34.22028)
2209009005,06/12/2019,Single Family,8123 N NOBLE AVE,LOS ANGELES,CA,91402,6,Val-Chris Investment,Chris Boulter,949-252-8020,Val-Chris Investments,Chris Boulter,2601   Main ST  Irvine CA 92614,949-252-8020,-118.46197,34.21856,POINT (-118.46197 34.21856)
6023012011,07/30/2019,Single Family,1000 E 74TH ST,LOS ANGELES,CA,90001,9,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.25757,33.97289,POINT (-118.25757 33.97289)
2651008040,01/01/2019,Single Family,9121 N TOBIAS AVE,LOS ANGELES,CA,91402,6,US-BANK National Association,Jessica Vanella,612-973-2749,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-739-2900,-118.45178,34.2361,POINT (-118.45178 34.2361)
2501003054,01/30/2019,Single Family,15520 N MONTE ST,LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.46881,34.31635,POINT (-118.46881 34.31635)
2321023001,01/17/2019,Multi-Family,11936 W DEHOUGNE ST,NORTH HOLLYWOOD,CA,91605,2,"Metro California, LLC",Robert Keilch,949-644-6000,"Metro California, LLC",Robert Keilch,227   20th ST  Newport Beach CA 92663,949-644-6000,-118.39364,34.19572,POINT (-118.39364 34.19572)
5053003031,01/03/2019,Multi-Family,2012 W 28TH ST,LOS ANGELES,CA,90018,10,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,A2Z Homes Inc,Travis Azevedo,2204  W Oceanfront  C Newport Beach CA 92663,949-734-9606,-118.30941,34.0298,POINT (-118.30941 34.0298)
2733023009,02/08/2019,Single Family,17400 W HIAWATHA ST,LOS ANGELES,CA,91344,12,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.5135,34.25918,POINT (-118.51350000000001 34.25918)
4115010013,12/19/2019,Single Family,8224 W REES ST,LOS ANGELES,CA,90293,11,First Bridge Lending,Brandon Dierickx,303-578-6160,SBS Trust Deed Network,Brandon Dierickx,31194   La Baya DR 106 Westlake Village CA 91362,303-578-6160,-118.44148,33.96,POINT (-118.44148000000001 33.96)
4103017028,01/03/2019,Single Family,7136 S GLASGOW AVE,LOS ANGELES,CA,90045,11,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.37233,33.9711,POINT (-118.37233000000002 33.9711)
2104031098,01/01/2019,Single Family,19231 W SHERMAN WAY,LOS ANGELES,CA,91335,3,U.S. Bank N.A co select portfolio servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.55238,34.20246,POINT (-118.55238 34.20246)
2530030008,02/24/2019,Single Family,11451 N WHEELER AVE,LOS ANGELES,CA,91342,7,New American Funding,Regina Noble,714-848-7920,SO CAL INSPECTORS INC,SUZANNE PHILLIPS,9525   Stewart and Gray RD  Downey CA 90241,949-445-8824,-118.38843,34.2776,POINT (-118.38842999999999 34.2776)
5007017026,01/01/2019,Single Family,5449 S HILLCREST DR,LOS ANGELES,CA,90043,8,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.33682,33.99155,POINT (-118.33682000000002 33.99155)
4305009019,01/08/2019,Single Family,1528 S DURANGO AVE,LOS ANGELES,CA,90035,5,Real Time Resolutions,DAVID ROSAS,888-895-0221,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,-118.38838,34.05158,POINT (-118.38838 34.05158)
2679020026,01/03/2019,Single Family,16318 W CLYMER ST,LOS ANGELES,CA,91344,12,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.48797,34.26252,POINT (-118.48796999999999 34.26252)
6034030022,01/15/2019,Single Family,1612 W 85TH ST,LOS ANGELES,CA,90047,8,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.30519,33.96079,POINT (-118.30519000000001 33.96079)
5556009005,01/21/2019,Single Family,8353 W YUCCA TR,HOLLYWOOD,CA,90046,4,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,-118.37227,34.10434,POINT (-118.37227000000001 34.10434)
2277009019,11/05/2019,Single Family,15047 W RAYNETA DR,LOS ANGELES,CA,91403,4,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.46235,34.14455,POINT (-118.46235000000001 34.14455)
2228007014,03/21/2019,Single Family,7237 N ANATOLA AVE,LOS ANGELES,CA,91406,6,Mr. Cooper LLC,Paula Acosta,800-468-1743,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,-118.5151,34.20248,POINT (-118.51509999999999 34.20248)
7416022028,10/25/2019,Multi-Family,932 N MCDONALD AVE,WILMINGTON,CA,90744,15,Champion Mortgage,Jennifer Hathaway,972-894-2950,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.27113,33.78194,POINT (-118.27113000000001 33.78194)
5229028022,11/13/2019,Single Family,1023 N SENTINEL AVE,LOS ANGELES,CA,90063,14,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,-118.19499,34.05002,POINT (-118.19499000000002 34.05002)
5023022010,10/23/2019,Single Family,4183 S 4TH AVE,LOS ANGELES,CA,90008,10,"Cenlar FSB,",Tina Santos,866-563-1100,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,800-852-8306,-118.32151,34.0081,POINT (-118.32151 34.008100000000006)
2872015020,10/28/2019,Single Family,18622 W BRASILIA DR,LOS ANGELES,CA,91326,12,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.53918,34.28316,POINT (-118.53917999999999 34.28316)
4327003067,10/28/2019,Single Family,1333  BEVERLY GLEN,LOS ANGELES,CA,90024,5,"CIT BANK, N.A.",Sarah Richardson,757-955-8014,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.42688,34.06319,POINT (-118.42688 34.06319)
5480012027,01/01/2019,Single Family,908 N CRESTWOOD TER,LOS ANGELES,CA,90042,14,US Bank NA C/O Select Portfolio Services,N/A N/A,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.19057,34.13059,POINT (-118.19057 34.13059)
5006019025,02/11/2019,Single Family,5351 S 7TH AVE,LOS ANGELES,CA,90043,8,"Select Portfolio Servicing, Inc.",Unknown Unknown,800-258-2860,NULL,NULL,,NULL,-118.32484,33.99354,POINT (-118.32484 33.99354000000001)
6042014005,04/23/2019,Single Family,718 E 91ST ST,LOS ANGELES,CA,90002,9,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.26232,33.95367,POINT (-118.26232000000002 33.95367)
2275030004,07/22/2019,Single Family,3731 N BEVERLY GLEN BLVD,LOS ANGELES,CA,91423,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.45052,34.13886,POINT (-118.45052000000001 34.13886)
2618013015,05/15/2019,Single Family,13934 W FILMORE ST,LOS ANGELES,CA,91331,7,"Citibank, N.A., as Trustee, in trust for registered Holders of WaMu Asset-Backed Certificates WaMu S",SELECT PORTFOLIO SERVICING,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.43701,34.26033,POINT (-118.43701 34.26033)
2116005089,06/12/2019,Single Family,19660 W SATICOY ST,RESEDA,CA,91335,3,Cenlar FSB,ATHENA SANTOS,720-945-5431,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.56125,34.2082,POINT (-118.56125000000002 34.2082)
2276036033,01/30/2019,Single Family,14617 W ROUND VALLEY DR,LOS ANGELES,CA,91403,4,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.45114,34.14605,POINT (-118.45114 34.14605)
2625002028,01/08/2019,Single Family,13219 W BROMWICH ST,LOS ANGELES,CA,91331,6,"HomeBridge Financial Services, Inc.",Russell Allen,678-385-1616,Bron Inc,Eric Moore,41951   Remington AVE 150 Temecula CA 92590,951-970-3899,-118.42147,34.24209,POINT (-118.42147 34.24209)
4251025020,01/17/2019,Single Family,3420 S MILITARY AVE,LOS ANGELES,CA,90034,5,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,-118.42022,34.02224,POINT (-118.42021999999999 34.02224)
6109008002,03/26/2019,Single Family,1207 W 186TH ST,LOS ANGELES,CA,90248,15,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,-118.29466,33.8621,POINT (-118.29466 33.8621)
2168007034,07/25/2019,Single Family,5255 N MEDINA ROAD,LOS ANGELES,CA,91364,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.59871,34.16484,POINT (-118.59871 34.16484)
5577036003,01/31/2019,Single Family,3224 N TAHOE PL,LOS ANGELES,CA,90068,4,Barry Cooper  Self Employed Profit Sharing Plan and Trust,Barry Cooper,818-783-3555,Law Office of Les Zieve,Dawn Talavera,30   Corporate PARK 450 IRVINE CA 92606,714-580-8567,-118.33004,34.12734,POINT (-118.33004 34.12734)
2631026015,01/28/2019,Single Family,11826 W SNELLING ST,LOS ANGELES,CA,91352,6,BSI Financial,Lee Sitterley,949-679-6838,BSI Financial,registrations dept,5716   Corsa AVE  Westlake Village CA 91362,814-827-4661,-118.3911,34.23248,POINT (-118.3911 34.23248)
6020021026,01/03/2019,Multi-Family,617 1/2 W 76TH ST,LOS ANGELES,CA,90044,8,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.28478,33.97086,POINT (-118.28478 33.97086)
5109008054,07/19/2019,Multi-Family,237 E 51ST ST,BAD APN,CA,99999,9,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.27041,33.99666,POINT (-118.27040999999998 33.99666)
2249005017,11/21/2019,Multi-Family,14535 W WEDDINGTON ST,VAN NUYS,CA,91411,4,SN Servicing Corporation,Ashlee McKenney,707-476-2622,Expert Real Estate,Caroline Grimm,9447   Firestone BLVD  Downey CA 90241,562-237-6102,-118.45006,34.1668,POINT (-118.45006 34.1668)
2763021038,05/13/2019,Single Family,18859 W DEARBORN ST,LOS ANGELES,CA,91324,12,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,-118.54451,34.2377,POINT (-118.54451 34.2377)
5111013007,06/13/2019,Single Family,254 W 43RD ST,LOS ANGELES,CA,90037,9,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.27752,34.0055,POINT (-118.27751999999998 34.0055)
6030016015,12/24/2019,Single Family,8465 1/2 S SAN PEDRO ST,LOS ANGELES,CA,90003,9,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.26975,33.96143,POINT (-118.26975 33.96143)
4371019037,11/08/2019,Vacant Residential,993 N BEVERLY GLEN BLVD,LOS ANGELES,CA,90077,5,Mark Beychok,Mark Beychok,310-402-6275,NULL,NULL,,NULL,-118.43996,34.09342,POINT (-118.43996 34.09342)
4330013029,09/30/2019,Single Family,1251 S DANIELS DR,LOS ANGELES,CA,90035,5,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.4012,34.05496,POINT (-118.4012 34.05496)
2047008028,02/19/2019,Single Family,5352 N ORRVILLE AVE,LOS ANGELES,CA,91367,3,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Asset Foreclosure Services,Asset Services,22837   Ventura blvd  Woodland Hills CA 91364,877-338-3791,-118.64694,34.16789,POINT (-118.64694000000001 34.16789)
5486014025,01/16/2019,Single Family,6062 E MYOSOTIS ST,LOS ANGELES,CA,90042,14,Mr. Cooper,Paula Acosta,800-468-1743,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,-118.18675,34.12166,POINT (-118.18675 34.12166)
2580019067,03/26/2019,Single Family,13151 N MIRA MAR DR,LOS ANGELES,CA,91342,7,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.40547,34.31186,POINT (-118.40547 34.31186)
2570007024,01/04/2019,Single Family,10039 N FRANCE AVE,LOS ANGELES,CA,91042,7,PennyMac Loan Services,Eric Moore,877-338-3791,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.27831,34.25078,POINT (-118.27831 34.25078)
5016025021,02/25/2019,Single Family,1749 W 49TH ST,LOS ANGELES,CA,90062,8,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.3106,33.99912,POINT (-118.3106 33.99912)
5014020026,12/31/2019,Multi-Family,4526 S 6TH AVE,LOS ANGELES,CA,90043,8,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.32342,34.00194,POINT (-118.32342 34.00194)
