APN,Registered Date,Property Type,Property Location,Zip Code,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Contact Phone
5548008045,11/07/2014,Single Family,"1626 1 2 N FORMOSA AVE
HOLLYWOOD, CA 90046
(34.097150154000076, -118.35826821299997)",90046,4,"Wells Fargo Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5570027010,11/26/2014,Single Family,"2731 N CARDWELL PL
Los Angeles, CA 90046
(34.12152625300007, -118.36759329899996)",90046,4,sylvia nicoletti,sylvia nicoletti,818-980-1000,NULL,NULL,,NULL
6048040008,05/06/2014,Single Family,"9311 S WILMINGTON AVE
Los Angeles, CA 90002
(33.95209032200006, -118.23859283899998)",90002,15,Statebridge Co,Amanda Hanson,800-468-1743,Field Asset Services c/o N&C Services Inc.-South,Bill Kleiser,2780   Dove Tail DR  San Marcos CA 92078,760-736-0067
5580019011,09/19/2014,Single Family,"5861 W CAROLUS DR
Los Angeles, CA 90068
(34.119657448000055, -118.31666223699995)",90068,4,DOWNEY SAVINGS & LOAN,MELANIE MANALANSAN,949-798-6053,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397
7442024023,06/09/2014,Single Family,"932 W BLOOMWOOD RD
Los Angeles, CA 90731
(33.75842747000007, -118.29783279999998)",90731,15,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
6055004042,02/03/2014,Single Family,"1530 W 92ND ST
Los Angeles, CA 90047
(33.95269359100007, -118.30371213099994)",90047,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
4254004012,01/29/2014,Single Family,"2939 S KELTON AVE
Los Angeles, CA 90064
(34.030810759000076, -118.42356287799998)",90064,5,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5526016021,01/30/2014,Single Family,"630 N CURSON AVE
Los Angeles, CA 90036
(34.08277982100003, -118.35528672299995)",90036,5,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2124011008,07/30/2014,Single Family,"18343 W CALVERT ST
Los Angeles, CA 91335
(34.181808072000024, -118.53323014699998)",91335,3,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
2116018119,10/27/2014,Single Family,"19347 W SHERMAN WAY
Los Angeles, CA 91335
(34.201187332000075, -118.55515446199996)",91335,3,"U.S. Bank NA, c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View CA 44125,877-340-0060
2684009004,12/22/2014,Single Family,"16840 W MINNEHAHA ST
Los Angeles, CA 91344
(34.260193195000056, -118.49931964599995)",91344,12,M&T BANK,JAMES KELLY,800-724-1633,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5113031032,03/11/2014,Single Family,"4243 S WOODLAWN AVE
Los Angeles, CA 90011
(34.006605329000024, -118.27285185899996)",90011,9,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2420007003,03/10/2014,Single Family,"4912 N STROHM AVE
Los Angeles, CA 91601
(34.159950439000056, -118.35932662299996)",91601,4,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5003002020,07/29/2014,Single Family,"1535 W 51ST PL
Los Angeles, CA 90062
(33.99597843200007, -118.30363914799995)",90062,8,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2606002009,05/13/2014,Single Family,"12114 N EL ORO WAY
Los Angeles, CA 91344
(34.29076553600004, -118.50339180999998)",91344,12,Fannie Mae,Aileen Cabalu,949-930-0823,Re/Max Olson & Associates,Jon Cohen,11141   TAMPA AVE  NORTHRIDGE CA 91326,818-993-1511
6015021026,08/20/2014,Single Family,"1708 W 68TH ST
Los Angeles, CA 90047
(33.97776316100004, -118.30710982099998)",90047,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
6048026009,02/11/2014,Single Family,"9524 S GRAHAM AVE
Los Angeles, CA 90002
(33.94989061600006, -118.24300607899994)",90002,15,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
2344021044,01/20/2014,Single Family,"5257 N FULTON AVE
Los Angeles, CA 91401
(34.16631159600007, -118.42253246099995)",91401,4,Nationstar Mortgage LLC,Customer Service,877-367-0512,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc. Mortgage Contracting Services, Inc.",6504   International Parkway PKWY 1500 Plano TX 75093,866-563-1100
2213005022,08/06/2014,Single Family,"8007 N BROADLEAF AVE
Los Angeles, CA 91402
(34.216670359000034, -118.43806203999998)",91402,6,"PMAC Lending Services, Inc",Clarisa Gastelum,909-539-6706,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397
2509007039,10/09/2014,Single Family,"13973 W HERRON ST
Los Angeles, CA 91342
(34.305242805000034, -118.43770944199997)",91342,7,"Wilmington Trust Co, as Trustee, c/o Select Portfolio Servicing",Code Violation,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2634040024,07/09/2014,Single Family,"8511 N CRANFORD AVE
Los Angeles, CA 91352
(34.224838884000064, -118.40060942399998)",91352,6,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
4005014011,08/07/2014,Single Family,"5834 S 7TH AVE
Los Angeles, CA 90043
(33.98804036200005, -118.32445627099997)",90043,8,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
4420017004,10/27/2014,Single Family,"1350 N EL HITO CIR
Los Angeles, CA 90272
(34.06044514200005, -118.54276066999995)",90272,11,U.S. Bank National Association C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125,877-340-0060
5049028019,06/05/2014,Single Family,"2807 S MANSFIELD AVE
Los Angeles, CA 90016
(34.02883229100007, -118.35365970099997)",90016,10,Champion Mortgage Company,Customer Service,855-683-3095,Connie's House & Cleaning Service,Connie Renteria,5228   Halifax RD  Temply City CA 91780,626-453-0397
2769007013,07/09/2014,Single Family,"9016 N RATHBURN AVE
Los Angeles, CA 91325
(34.23424035200003, -118.53276577799994)",91325,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5018037005,01/16/2014,Multi-Family,"435 W 51ST ST
Los Angeles, CA 90037
(33.99651026300006, -118.28142218199997)",90037,9,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Field Asset Services c/o EZ Maintenance,Leo Aceves,2551   Hyler AVE  Los Angeles CA 90041,800-468-1743
4256004020,01/10/2014,Single Family,"10941 W EXPOSITION BLVD
Los Angeles, CA 90064
(34.036437351000075, -118.42849464399995)",90064,5,JP Morgan Chase,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5028006052,11/25/2014,Single Family,"4431 W DON RICARDO DR
Los Angeles, CA 90008
(34.00962490500007, -118.35041717999997)",90008,8,NationStar,Paula Acosta,972-315-8837,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
2309019017,07/11/2014,Single Family,"8241 N BELLINGHAM AVE
Los Angeles, CA 91605
(34.22083009600004, -118.39880264599998)",91605,2,Federal National Mortgage Association,Jeffery Belden,949-930-0823,Pinnacle Estate Properties,Raquel  Magro,10328   SEPULVEDA BLVD  MISSION HILLS CA 91345,818-361-9727
5588037025,02/13/2014,Single Family,"5220 W LOS DIEGOS WAY
Los Angeles, CA 90027
(34.11091393400005, -118.30397446199999)",90027,4,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
4305013031,01/30/2014,Single Family,"1445 S LIVONIA AVE
Los Angeles, CA 90035
(34.053941664000035, -118.38643290099998)",90035,5,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5479011020,11/28/2014,Single Family,"5331 E STRATFORD ROAD
Los Angeles, CA 90042
(34.12182719500004, -118.19904422299999)",90042,14,"CITIMORTAGAE, INC",CODE VIOLATION,877-290-3997,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2042015014,06/09/2014,Single Family,"22833 W LEONORA DR
Los Angeles, CA 91367
(34.16674659700004, -118.62440790299996)",91367,3,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
4431005013,12/03/2014,Single Family,"17155 W PASEO
DE LOS ARBOLES Los Angeles, CA 90272
(34.04886410800003, -118.53572692699998)",90272,11,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
2688016014,09/08/2014,Single Family,"16227 W PARTHENIA ST
Los Angeles, CA 91343
(34.22841787200008, -118.486048816)",91343,12,SolutionStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
4225001052,02/04/2014,Single Family,"11 E BUCCANEER ST
Los Angeles, CA 90292
(33.97822522600006, -118.46559466199994)",90292,11,Capital One,Levitia Costner,800-468-1743,FAS c/o EZ Maintenance,Lilly Rogers,2551   Hyler AVE  Los Angeles CA 90041,800-468-1743
2151008048,10/27/2014,Single Family,"5843 N WINNETKA AVE
Los Angeles, CA 91367
(34.177088326000046, -118.57148935999999)",91367,3,U.S. Bank National Association C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125,877-340-0060
5015022019,10/28/2014,Single Family,"4929 S CIMARRON ST
Los Angeles, CA 90062
(33.99813089400004, -118.31608263899994)",90062,8,Financial Freedom,Daniel Stack,800-441-4428,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,866-966-0789
5543027002,01/30/2014,Multi-Family,"1341 1 2 N MARIPOSA AVE
Los Angeles, CA 90027
(34.10546214900006, -118.29236751399998)",90027,13,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5040013031,02/26/2014,Single Family,"1107 W EXPOSITION BLVD
Los Angeles, CA 90007
(34.01837763800006, -118.29472970499995)",90007,8,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
5116001032,01/14/2014,Non-Residential,"1370 E 41ST ST
Los Angeles, CA 90011
(34.008943948000024, -118.24995397199996)",90011,9,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
4012002007,12/26/2014,Single Family,"7233 S 9TH AVE
Los Angeles, CA 90043
(33.97363107800004, -118.32758241199997)",90043,8,SETERUS INC,Preservation Compliance,866-570-5277,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2688033010,01/20/2014,Single Family,"16427 W SUNBURST ST
Los Angeles, CA 91343
(34.23474850800005, -118.49042979199999)",91343,12,Green Tree,Jeremy Iverson,480-383-0648,Coldwell Banker,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,888-627-2256
2316011006,09/25/2014,Single Family,"7547 N CAMELLIA AVE
Los Angeles, CA 91605
(34.20793030100003, -118.38237225999995)",91605,2,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5522017060,07/24/2014,Single Family,"4937 W ROSEWOOD AVE
Los Angeles, CA 90004
(34.07931388700007, -118.31218591999999)",90004,4,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5042033015,05/02/2014,Multi-Family,"3420 S CIMARRON ST
Los Angeles, CA 90018
(34.02493332000006, -118.31555642499995)",90018,8,SolutionStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2731017002,11/26/2014,Single Family,"18419 W DEVONSHIRE ST
Los Angeles, CA 91326
(34.257292681000024, -118.53467989799998)",91326,12,Bank of America  C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
6018031002,02/13/2014,Single Family,"7806 S HOBART BLVD
Los Angeles, CA 90047
(33.96882030200004, -118.30787608799994)",90047,8,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
2644027104,12/10/2014,Single Family,"9381 N WOODMAN AVE
Los Angeles, CA 91402
(34.24078305300003, -118.44412040199995)",91402,6,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2277002003,08/26/2014,Single Family,"15128 W VALLEY VISTA BLVD
Los Angeles, CA 91403
(34.14821329600005, -118.463763686)",91403,4,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2380014030,01/31/2014,Single Family,"11224 W DONA LOLA DR
Los Angeles, CA 91604
(34.13281650600004, -118.37526383299996)",91604,2,Aurora Loan Servicing,SEE TDUS,310-777-6241,Essex and Harvey,Charlie Schwarck,301  N Canon DR 321 Beverly Hills CA 90210,310-385-7527
5183017021,06/23/2014,Multi-Family,"450 1 2 S CHICAGO ST
Los Angeles, CA 90033
(34.048564302000045, -118.21151999699998)",90033,14,DOWNEY SAVINGS & LOAN,MELANIE MANALANSAN,949-798-6053,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397
2668006103,10/20/2014,Single Family,"10636 WOODLEY
LOS ANGELES, CA 91344
(34.26375950700003, -118.48475595599996)",91344,12,Green Tree,Jeremy Iverson,480-383-0648,Coldwell Banker,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,888-627-2256
2697019019,06/09/2014,Single Family,"17038 W RINALDI ST
Los Angeles, CA 91344
(34.279283048000025, -118.50363954999995)",91344,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
6087001024,09/04/2014,Single Family,"145 W 115TH ST
Los Angeles, CA 90061
(33.93008750100006, -118.27549005499998)",90061,15,DOWNEY SAVINGS & LOAN,MELANIE MANALANSAN,949-798-6053,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397
2024019010,04/18/2014,Single Family,"22735 W GAULT ST
Los Angeles, CA 91307
(34.199138391000076, -118.62198004499999)",91307,12,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Services,Property Registration Department Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728,800-468-1743
7442017033,02/03/2014,Single Family,"810 W MILLMARK GROVE ST
Los Angeles, CA 90731
(33.75962814700006, -118.29561235299997)",90731,15,Provident Funding Associates L.P.,Sae Bin Park,800-696-8199,National Valuation Services,Robert Buchannan,8842   Elm Ave  Temple City CA 91780,626-287-4431
5118013022,04/10/2014,Multi-Family,"1328 1 2 E 27TH ST
Los Angeles, CA 90011
(34.007903741000064, -118.259036977)",90011,9,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
5549011028,01/15/2014,Single Family,"2319 N CASTILIAN DR
Los Angeles, CA 90068
(34.11223837500006, -118.34329176199998)",90068,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2502004058,09/19/2014,Single Family,"15122 W ROXFORD ST
Los Angeles, CA 91342
(34.31897800400003, -118.46301931199997)",91342,7,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2157009141,05/09/2014,Single Family,"5700 N ETIWANDA AVE
TARZANA, CA 91356
(34.17541982200004, -118.53079652799994)",91356,3,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
4221022054,02/26/2014,Single Family,"5000 CENTINELA AVE
LOS ANGELES, CA 90066
(33.986443300000076, -118.41518117999999)",92627,11,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
4007026008,09/18/2014,Single Family,"6430 S 3RD AVE
Los Angeles, CA 90043
(33.98111053900004, -118.32061686799995)",90043,8,Fannie Mae,Michele Todd,972-656-8507,REVERSE MORTGAGE SOLUTIONS,TERESA BOUDREAUX,401  S Harbor BLVD F268 La Habra CA 90631,281-404-7870
2723019136,12/22/2014,Single Family,"10425 N TOPANGA CANYON BLVD
Los Angeles, CA 91311
(34.25978067800003, -118.60609238299998)",91311,12,Select Portfolio Servicing,Code Violations,888-349-8964,MCS/2225,MCS Trashout,30262   Crown Valley PKWY B-228 Laguna Nigel CA 92677,866-563-1100
6048019029,01/30/2014,Multi-Family,"9570 1 2 S MAIE AVE
Los Angeles, CA 90002
(33.94895070600006, -118.24697958699994)",90002,15,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5211014004,02/03/2014,Multi-Family,"2327 1 2 N HOLGATE SQ
Los Angeles, CA 90031
(34.077523764000034, -118.21310592399999)",90031,1,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2284019024,11/03/2014,Single Family,"4221 N CLEAR VALLEY DR
Los Angeles, CA 91436
(34.14747814000003, -118.48556140099998)",91436,5,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2042001026,01/28/2014,Single Family,"22932 W BURBANK BLVD
Los Angeles, CA 91367
(34.17192264700003, -118.62658917199997)",91367,3,Provident Funding Associates L.P.,Edith Cepeda,800-696-8199,Red A Ranch,Robert Buchanan,8842   Elm Ave  Temple City CA 91780,626-380-1510
2123022035,10/08/2014,Single Family,"6301 N BERTRAND AVE
Los Angeles, CA 91335
(34.183983881000074, -118.52443037499995)",91335,5,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5109010017,11/25/2014,Multi-Family,"4603 S SAN PEDRO ST
Los Angeles, CA 90011
(34.001893487000075, -118.26964749899997)",90011,9,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5424018009,12/17/2014,Single Family,"1334 N MCCOLLUM ST
Los Angeles, CA 90026
(34.082553974000064, -118.26799330999995)",90026,13,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
6073028004,12/09/2014,Single Family,"440 E LANZIT AVE
Los Angeles, CA 90061
(33.931584315000066, -118.26683987599995)",90061,15,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
2627024016,08/20/2014,Single Family,"13207 W BRYSON ST
Los Angeles, CA 91331
(34.228583800000024, -118.42023623999995)",91331,6,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5567015034,02/27/2014,Single Family,"8561 W NASH DR
HOLLYWOOD, CA 90046
(34.106114680000076, -118.37706254499994)",90046,4,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
