APN,Registered Date,Property Type,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone,lon,lat,Property on map
4009009023,10/02/2021 12:00:00 AM,Single Family,2207 W 75TH ST,LOS ANGELES,CA,90043,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.31813,33.97198,POINT (-118.31813 33.97198)
2151011024,01/06/2021 12:00:00 AM,Single Family,5700 N MCDONIE AVE,LOS ANGELES,CA,91367,3,BROWN AMY C/O RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.57608,34.17426,POINT (-118.57608 34.17426)
5014027012,09/17/2021 12:00:00 AM,Multi-Family,4605 1/2 S 3RD AVE,LOS ANGELES,CA,90043,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.32044,34.00169,POINT (-118.32044 34.00169)
2427009016,04/20/2021 12:00:00 AM,Single Family,7319 W WOODROW WILSON DR,LOS ANGELES,CA,90046,4,GREGORY FUNDING,MARCUS BROWN,866-712-5698,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.35279,34.12337,POINT (-118.35279 34.12337)
4403011006,03/17/2021 12:00:00 AM,Single Family,213 N TIGERTAIL ROAD,LOS ANGELES,CA,90049,11,Mr. Cooper LLC,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.47927,34.06181,POINT (-118.47927 34.06181)
2531020007,02/02/2021 12:00:00 AM,Single Family,11955 W GAGER ST,LOS ANGELES,CA,91342,7,NEW AMERICAN FUNDING,KARLA HOWES,949-445-8824,SO CAL INSPECTORS INC,SUZANNE PHILLIPS,9525   Stewart and Gray RD  Downey CA 90241,949-445-8824,-118.39369,34.28076,POINT (-118.39369 34.28076)
2648010024,06/01/2021 12:00:00 AM,Single Family,14644 W HIAWATHA ST,LOS ANGELES,CA,91345,7,The Wilchfort Family Trust dtd 04/02/03 C/O RESS Financial Corporation,Bruce Beasley,951-270-0164,The Wilchfort Trust dtd 04/02/03,Izydor Wilchfort,14644   Hiawatha ST  Mission Hills CA 91345,310-493-8656,-118.45076,34.25933,POINT (-118.45076 34.25933)
6039001052,01/05/2021 12:00:00 AM,Multi-Family,9113 #3 S BARING CROSS ST 1-3,LOS ANGELES,CA,90044,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.28946,33.95382,POINT (-118.28946 33.95382)
4118018140,04/23/2021 12:00:00 AM,Single Family,8110 W MANCHESTER AVE,LOS ANGELES,CA,90293,11,SN Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway 5th Fl AVE  Bayonne NJ 7002,201-746-8715,-118.43709,33.95833,POINT (-118.43709 33.95833)
7452017043,03/08/2021 12:00:00 AM,Single Family,1445 W 1ST ST,SAN PEDRO,CA,90732,15,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.30744,33.74324,POINT (-118.30744 33.74324)
5453026008,12/18/2021 12:00:00 AM,Multi-Family,3417 E MERCED ST,LOS ANGELES,CA,90065,1,Reverse Mortgage Solutions,Monique White,866-503-5559,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.22187,34.09287,POINT (-118.22187 34.09287)
5101032008,01/06/2021 12:00:00 AM,Multi-Family,225 W 55TH ST,LOS ANGELES,CA,90037,9,The Bank of New York Mello,Doug Randall,303-470-3633,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.27715,33.99251,POINT (-118.27715 33.99251)
2116017058,01/06/2021 12:00:00 AM,Single Family,7300 N BONNIE PL,LOS ANGELES,CA,91335,3,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Trevethan Aaron,27071   cabot RD  LAGUNA HILLS CA 92653,949-612-0342,-118.55516,34.20307,POINT (-118.55516 34.20307)
7426010014,01/05/2021 12:00:00 AM,Single Family,1022 E SANDISON ST,LOS ANGELES,CA,90744,15,JP Morgan Chase NA,Amy Lott,888-310-1506,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.2504,33.79403,POINT (-118.2504 33.79403)
2616026024,01/31/2021 12:00:00 AM,Single Family,13857 W FIELDING ST,LOS ANGELES,CA,91331,7,Mr. Cooper,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.43513,34.26901,POINT (-118.43513 34.26901)
2634013026,01/29/2021 12:00:00 AM,Single Family,8700 N SHARP AVE,LOS ANGELES,CA,91352,6,Mr. Cooper,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.4049,34.22776,POINT (-118.4049 34.22776)
5035033022,01/13/2021 12:00:00 AM,Single Family,1719 W 38TH ST,LOS ANGELES,CA,90062,8,BSI Financial Services,Registration Department,814-827-4661,Remedy Field Services Inc,Agnes Mella,15615   Alton PKWY  IRVINE CA 92618,888-540-4490,-118.31155,34.01746,POINT (-118.31155 34.01746)
6030002007,01/05/2021 12:00:00 AM,Multi-Family,232 E 79TH ST,LOS ANGELES,CA,90003,9,Cenlar FSB,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.27063,33.96776,POINT (-118.27063 33.96776)
2172033051,10/26/2021 12:00:00 AM,Single Family,21221 W MULHOLLAND DR,LOS ANGELES,CA,91364,3,"4 Towers Development, Inc.",Avi Raceah,818-591-4913,NULL,NULL,,NULL,-118.59516,34.14367,POINT (-118.59516 34.14367)
2228003025,01/14/2021 12:00:00 AM,Single Family,7337 N CALDUS AVE,LOS ANGELES,CA,91406,6,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.5158,34.20412,POINT (-118.5158 34.20412)
4306012006,04/22/2021 12:00:00 AM,Single Family,1629 S REEVES ST,LOS ANGELES,CA,90035,5,"Del Toro Loan Servicing, Inc.",LaTonya Coleman,619-474-5400,LRES Corp.,Kathy Golden,765   The City Drive South   Orange CA 92868,714-520-5737,-118.39651,34.0496,POINT (-118.39651 34.0496)
5213035020,02/01/2021 12:00:00 AM,Vacant Residential,4748 E TWINING ST,LOS ANGELES,CA,90032,14,"Cardenas Three, LLC",Elizabeth Velasquez,909-315-2746,"Cardenas Three, LLC",Elizabeth Velasquez,12223   Highland AVE  Rancho Cucamonga CA 91739,909-315-2746,-118.18129,34.08367,POINT (-118.18129 34.08367)
6119024008,02/10/2021 12:00:00 AM,Single Family,841 W 148TH ST,LOS ANGELES,CA,90247,15,Security National Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway 5th Fl AVE  Bayonne NJ 7002,201-746-8715,-118.29064,33.89837,POINT (-118.29064 33.89837)
5117009013,02/02/2021 12:00:00 AM,Multi-Family,1620 1/2 E 33RD ST,LOS ANGELES,CA,90011,9,Mr. Cooper,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.24552,34.011,POINT (-118.24552 34.011)
6004030044,01/07/2021 12:00:00 AM,Single Family,625 W 59TH PL,LOS ANGELES,CA,90044,9,"DANCO, INC.",RONALD PERLSTEIN,310-842-8234,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.2847,33.98606,POINT (-118.2847 33.98606)
5477005009,08/17/2021 12:00:00 AM,Single Family,4924 E LINCOLN AVE,LOS ANGELES,CA,90042,1,Real Time Resolutions,DAVID ROSAS,888-895-0221,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.20839,34.12073,POINT (-118.20839 34.12073)
4103017028,01/06/2021 12:00:00 AM,Single Family,7136 S GLASGOW AVE,LOS ANGELES,CA,90045,11,The Bank of New York Mello,Doug Randall,303-470-3633,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.37233,33.9711,POINT (-118.37233 33.9711)
5090012016,01/13/2021 12:00:00 AM,Single Family,929 S MUIRFIELD RD,LOS ANGELES,CA,90019,5,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.33081,34.05798,POINT (-118.33081 34.05798)
5108012008,01/08/2021 12:00:00 AM,Multi-Family,640 E 50TH ST,LOS ANGELES,CA,90011,9,"U.S. Bank National Association, as Trustee",Douglas Randall,303-470-3633,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.26422,33.99743,POINT (-118.26422 33.99743)
2250022010,01/14/2021 12:00:00 AM,Single Family,15165   MAGNOLIA BLVD,LOS ANGELES,CA,91403,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.46287,34.16506,POINT (-118.46287 34.16506)
5422015020,11/02/2021 12:00:00 AM,Single Family,2287 W BAXTER ST,LOS ANGELES,CA,90039,13,Champion Mortgage,Brenda Ward,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.25987,34.09376,POINT (-118.25987 34.09376)
6042011026,11/08/2021 12:00:00 AM,Single Family,739 E 91ST ST,LOS ANGELES,CA,90002,9,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.26165,33.95394,POINT (-118.26165 33.95394)
2642004017,01/20/2021 12:00:00 AM,Single Family,9305 N DORRINGTON PL,LOS ANGELES,CA,91331,6,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.44092,34.23755,POINT (-118.44092 34.23755)
4317004081,09/20/2021 12:00:00 AM,Single Family,1825 S WESTHOLME AVE 1-5,LOS ANGELES,CA,90025,5,Security National Servicing Corp,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.42802,34.05341,POINT (-118.42802 34.05341)
5304015011,01/04/2021 12:00:00 AM,Single Family,771 E MONTECITO DR,LOS ANGELES,CA,90031,1,PennyMac Loan Services,Eric Moore,877-338-3791,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.19921,34.09082,POINT (-118.19921 34.09082)
6069026050,03/21/2021 12:00:00 AM,Multi-Family,1730 1/2 E 114TH ST,LOS ANGELES,CA,90059,15,Mr. Cooper,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,844-488-7447,-118.24245,33.93101,POINT (-118.24245 33.93101)
2010007006,01/06/2021 12:00:00 AM,Single Family,8754 N FARRALONE AVE,LOS ANGELES,CA,93063,12,CARLO SCANDALIATO C/O RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.61035,34.23016,POINT (-118.61035 34.23016)
5563026019,01/08/2021 12:00:00 AM,Single Family,2001 N OAKSTONE WAY,HOLLYWOOD,CA,90046,4,CALIBER HOME LOANS,SHIRIN SHIHADI,214-874-4174,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.38375,34.10701,POINT (-118.38375 34.10701)
2717013048,03/18/2021 12:00:00 AM,Single Family,18639 W CELTIC ST,LOS ANGELES,CA,91326,12,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.53863,34.26886,POINT (-118.53863 34.26886)
2350002016,04/08/2021 12:00:00 AM,Single Family,11558 W KILLION ST,LOS ANGELES,CA,91601,2,SN Servicing Corporation,Ashlee McKenney,707-476-2622,First Allegiance,Caroline Grimm,9447   Firestone BLVD  Downey CA 90241,652-237-6102,-118.38423,34.17117,POINT (-118.38423 34.17117)
2122003011,11/02/2021 12:00:00 AM,Single Family,6927 N YARMOUTH AVE,LOS ANGELES,CA,91335,4,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.51982,34.19646,POINT (-118.51982 34.19646)
7422019028,01/14/2021 12:00:00 AM,Single Family,406 E M ST,LOS ANGELES,CA,90744,15,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.25809,33.78895,POINT (-118.25809 33.78895)
2201012003,01/26/2021 12:00:00 AM,Single Family,17346 W BURTON ST,LOS ANGELES,CA,91325,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.51145,34.22005,POINT (-118.51145 34.22005)
5451015002,11/30/2021 12:00:00 AM,Single Family,356 W MT WASHINGTON DR,LOS ANGELES,CA,90065,1,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.21405,34.09493,POINT (-118.21405 34.09493)
7451018010,11/30/2021 12:00:00 AM,Single Family,535 W 3RD ST,SAN PEDRO,CA,90731,15,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.28869,33.74137,POINT (-118.28869 33.74137)
4379035177,01/04/2021 12:00:00 AM,Single Family,3028  GREENTREE,LOS ANGELES,CA,90077,5,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.44788,34.12943,POINT (-118.44788 34.12943)
2293011007,06/11/2021 12:00:00 AM,Single Family,3454 N CARIBETH DR,LOS ANGELES,CA,91436,4,RED DRAGON INVESTMENT AND JR JAINCLAN FOUNDATION,SCHLOMO SCHMUEL,818-308-4443,Gary & Nancy Mastor,,12644   Bradford PL  Granada Hills CA 91344,760-341-2433,-118.49234,34.13422,POINT (-118.49234 34.13422)
5028007103,10/29/2021 12:00:00 AM,Single Family,4541 W DON RICARDO DR,LOS ANGELES,CA,90008,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.35212,34.01116,POINT (-118.35212 34.01116)
2723012044,01/06/2021 12:00:00 AM,Single Family,22215 W JAMES ALAN CIR,CHATSWORTH,CA,91311,12,US Bank as Trustee of the LSF9 Master Participation Trust,Ryan Curran,800-516-1553,Northsight Management - AMR,Ryan Curran,16820   Ventura BLVD  Ventura CA 91436,800-516-1553,-118.61214,34.26061,POINT (-118.61214 34.26061)
2604022026,11/30/2021 12:00:00 AM,Single Family,15230 W TYLER ST,LOS ANGELES,CA,91342,7,Celink,Cory Daggett,866-654-0020,NULL,NULL,,NULL,-118.46442,34.30087,POINT (-118.46442 34.30087)
2421003004,03/25/2021 12:00:00 AM,Single Family,4944 N DENNY AVE,LOS ANGELES,CA,91601,2,Mr. Cooper,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.36466,34.16066,POINT (-118.36466 34.16066)
6052016033,01/11/2021 12:00:00 AM,Single Family,207 E CENTURY BLVD,LOS ANGELES,CA,90003,8,"LoanCare, LLC",Natalie Alexander,800-919-6227,ServiceLink Field Services,Jennifer Spies,10385   Westmoor DR  Westminster CO 80021,303-653-8258,-118.27146,33.94575,POINT (-118.27146 33.94575)
6001023011,01/11/2021 12:00:00 AM,Single Family,6213 S HAAS AVE,LOS ANGELES,CA,90047,8,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.31691,33.983,POINT (-118.31691 33.983)
5219022029,11/24/2021 12:00:00 AM,Single Family,3548 N COPELAND PL,LOS ANGELES,CA,90032,14,Celink,Cory Daggett,866-654-0020,NULL,NULL,,NULL,-118.16538,34.08679,POINT (-118.16538 34.08679)
2552048008,02/05/2021 12:00:00 AM,Single Family,7393 W PERIGORD CT,LOS ANGELES,CA,91042,7,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.29487,34.27216,POINT (-118.29487 34.27216)
5544009021,01/13/2021 12:00:00 AM,Single Family,5330 W LOMA LINDA AVE 1-8,LOS ANGELES,CA,90027,13,BSI Financial Services,Registration Department,814-827-4661,BSI Financial Services,Mirrie Mitchell,314  S Franklin ST 2F Titusville PA 16354,866-581-4513,-118.30604,34.10272,POINT (-118.30604 34.10272)
2224007057,02/02/2021 12:00:00 AM,Single Family,7015 N GLORIA AVE,VAN NUYS,CA,91406,6,Mr. Cooper,Paula Acosta,800-468-1743,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.47942,34.19803,POINT (-118.47942 34.19803)
2615025012,01/06/2021 12:00:00 AM,Single Family,10831 N ARLETA AVE,LOS ANGELES,CA,91345,7,M&T Bank,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.45122,34.26684,POINT (-118.45122 34.26684)
5044016043,01/13/2021 12:00:00 AM,Multi-Family,3436 1/2 S 8TH AVE,LOS ANGELES,CA,90018,10,PNC MORTGAGE PRESALE,JENNIFER SMITH,937-910-1887,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.32583,34.02436,POINT (-118.32583 34.02436)
2166032030,01/15/2021 12:00:00 AM,Single Family,20701 W DEFOREST ST,LOS ANGELES,CA,91364,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.58505,34.16008,POINT (-118.58505 34.16008)
2536011037,03/15/2021 12:00:00 AM,Non-Residential,12600   CARL ST,LOS ANGELES,CA,91331,7,"Residential First Capital, servicer for private Beneficiaries",Richard Bustamante,949-783-7920,"Residential First Capital, Servicer for the Beneficiaries",Richard Bustamante,20151  SW Birch ST 175 Newport Beach CA 92660,949-783-7920,-118.407346,34.274385,POINT (-118.407346 34.274385)
5114019024,01/04/2021 12:00:00 AM,Multi-Family,986 E 32ND ST 1-4,LOS ANGELES,CA,90011,9,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.25839,34.01468,POINT (-118.25839 34.01468)
4242031005,03/22/2021 12:00:00 AM,Multi-Family,1325 E VENICE BLVD,LOS ANGELES,CA,90291,11,OSM Loan Acquisition IX,Stephanie Doner,805-701-7177,ISM Management Company,Stephanie Doner,1516  S Bundy DR  Los Angeles CA 90025,805-701-7177,-118.44953,33.99592,POINT (-118.44953 33.99592)
2712002005,01/05/2021 12:00:00 AM,Single Family,17732 W SAN FERNANDO MISSION BLVD,LOS ANGELES,CA,91344,12,Fay Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.52077,34.27196,POINT (-118.52077 34.27196)
4431018001,03/17/2021 12:00:00 AM,Single Family,17536 W CAMINO DE YATASTO,LOS ANGELES,CA,90272,11,Mr. Cooper,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.57194,34.07707,POINT (-118.57194 34.07707)
5177004017,01/29/2021 12:00:00 AM,Single Family,1207 N EVERGREEN AVE,LOS ANGELES,CA,90033,14,Mr. Cooper,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.19523,34.05327,POINT (-118.19523 34.05327)
5183009005,05/03/2021 12:00:00 AM,Single Family,2215 E 2ND ST,LOS ANGELES,CA,90033,14,Fay Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.21252,34.04334,POINT (-118.21252 34.04334)
2013015018,01/04/2021 12:00:00 AM,Single Family,7643 N SAUSALITO AVE,LOS ANGELES,CA,93063,12,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.61585,34.20969,POINT (-118.61585 34.20969)
5555014005,01/08/2021 12:00:00 AM,Single Family,8424 W CARLTON WAY,HOLLYWOOD,CA,90069,4,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.37457,34.09781,POINT (-118.37457 34.09781)
4321014005,01/04/2021 12:00:00 AM,Single Family,2018 S GLENDON AVE,LOS ANGELES,CA,90025,5,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.43268,34.04677,POINT (-118.43268 34.04677)
5686010028,04/06/2021 12:00:00 AM,Single Family,1836 W CHICKASAW AVE,LOS ANGELES,CA,90041,14,PHH Mortgage/Ocwen Financial Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.20704,34.13758,POINT (-118.20704 34.13758)
5110018018,01/05/2021 12:00:00 AM,Single Family,160 W 48TH ST,LOS ANGELES,CA,90037,9,JB NUTTER & COMPANY,CINDY COMBS,816-531-5642,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.2761,33.99902,POINT (-118.2761 33.99902)
5524009016,10/28/2021 12:00:00 AM,Single Family,712 N LAS PALMAS AVE,LOS ANGELES,CA,90038,13,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.33611,34.0838,POINT (-118.33611 34.0838)
5464021019,01/14/2021 12:00:00 AM,Single Family,3546 N DIVISION ST,LOS ANGELES,CA,90065,1,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.22437,34.10692,POINT (-118.22437 34.10692)
2309005016,10/25/2021 12:00:00 AM,Single Family,7831 N LAURELGROVE AVE,LOS ANGELES,CA,91605,2,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.40102,34.21313,POINT (-118.40102 34.21313)
2308019007,03/25/2021 12:00:00 AM,Single Family,12400 W ROSCOE BLVD,LOS ANGELES,CA,91352,2,Mr. Cooper,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.4034,34.22149,POINT (-118.4034 34.22149)
